"Bucket","File","Status","Copyrights","License","Notes"
"input","src/input/bworld.cpp","OK","* Copyright (C) 2003 Xodnizel","GPLv2+",""
"input","src/input/cursor.cpp","OK","","Unknown/None",""
"input","src/input/fkb.cpp","OK","* Copyright (C) 2002 Xodnizel","GPLv2+",""
"input","src/input/fkb.h","OK","","Unknown/None",""
"input","src/input/fns.cpp","OK","* Copyright (C) 2019 CaH4e3","GPLv2+",""
"input","src/input/ftrainer.cpp","OK","* Copyright (C) 2003 Xodnizel","GPLv2+",""
"input","src/input/hypershot.cpp","OK","* Copyright (C) 2003 Xodnizel","GPLv2+",""
"input","src/input/lcdcompzapper.cpp","OK","","GPLv2+",""
"input","src/input/mahjong.cpp","OK","* Copyright (C) 2003 Xodnizel","GPLv2+",""
"input","src/input/mouse.cpp","OK","* Copyright (C) 2002 Xodnizel","GPLv2+",""
"input","src/input/oekakids.cpp","OK","* Copyright (C) 2003 Xodnizel","GPLv2+",""
"input","src/input/pec586kb.cpp","OK","* Copyright (C) 2002 Xodnizel","GPLv2+",""
"input","src/input/powerpad.cpp","OK","* Copyright (C) 2002 Xodnizel","GPLv2+",""
"input","src/input/quiz.cpp","OK","* Copyright (C) 2003 Xodnizel","GPLv2+",""
"input","src/input/shadow.cpp","OK","* Copyright (C) 2002 Xodnizel","GPLv2+",""
"input","src/input/share.h","OK","","Unknown/None",""
"input","src/input/snesmouse.cpp","OK","* Copyright (C) 2002 Xodnizel","GPLv2+",""
"input","src/input/suborkb.cpp","OK","* Copyright (C) 2002 Xodnizel","GPLv2+",""
"input","src/input/suborkb.h","OK","","Unknown/None",""
"input","src/input/toprider.cpp","OK","* Copyright (C) 2003 Xodnizel","GPLv2+",""
"input","src/input/virtualboy.cpp","OK","","GPLv2+",""
"input","src/input/zapper.cpp","OK","* Copyright (C) 2002 Xodnizel","GPLv2+",""
"input","src/input/zapper.h","OK","","Unknown/None",""
"palettes","src/palettes/conv.c","OK","","Unknown/None",""
"palettes","src/palettes/palettes.h","OK","","Unknown/None",""
"palettes","src/palettes/rp2c04001.h","OK","","Unknown/None",""
"palettes","src/palettes/rp2c04002.h","OK","","Unknown/None",""
"palettes","src/palettes/rp2c04003.h","OK","","Unknown/None",""
"palettes","src/palettes/rp2c05004.h","OK","","Unknown/None",""
"root","src/asm.cpp","OK","","GPLv2+",""
"root","src/asm.h","OK","","Unknown/None",""
"root","src/cart.cpp","OK","* Copyright (C) 2002 Xodnizel","GPLv2+",""
"root","src/cart.h","OK","","Unknown/None",""
"root","src/cheat.cpp","OK","* Copyright (C) 2002 Xodnizel","GPLv2+",""
"root","src/cheat.h","OK","","GPLv2+",""
"root","src/conddebug.cpp","OK","* Copyright (C) 2005 Sebastian Porst","GPLv2+",""
"root","src/conddebug.h","OK","* Copyright (C) 2005 Sebastian Porst","GPLv2+",""
"root","src/config.cpp","OK","","Unknown/None",""
"root","src/debug.cpp","OK","","GPLv2+",""
"root","src/debug.h","OK","","Unknown/None",""
"root","src/debugsymboltable.cpp","OK","","GPLv2+",""
"root","src/debugsymboltable.h","OK","","GPLv2+",""
"root","src/drawing.cpp","OK","","GPLv2+",""
"root","src/drawing.h","OK","","Unknown/None",""
"root","src/driver.h","OK","* Copyright (C) 2001 Aaron Oneal; * Copyright (C) 2002 Xodnizel","GPLv2+",""
"root","src/emufile.cpp","OK","","GPLv2+",""
"root","src/emufile.h","OK","Copyright (C) 2009-2010 DeSmuME team","MIT",""
"root","src/emufile_types.h","OK","","Unknown/None",""
"root","src/fceu.cpp","OK","* Copyright (C) 2003 Xodnizel","GPLv2+",""
"root","src/fceu.h","OK","","Unknown/None",""
"root","src/fceulua.h","OK","","Unknown/None",""
"root","src/fds.cpp","OK","* Copyright (C) 2002 Xodnizel","GPLv2+",""
"root","src/fds.h","OK","","Unknown/None",""
"root","src/file.cpp","OK","* Copyright (C) 2002 Xodnizel","GPLv2+",""
"root","src/file.h","OK","","Unknown/None",""
"root","src/filter.cpp","OK","","GPLv2+",""
"root","src/filter.h","OK","","Unknown/None",""
"root","src/git.h","OK","","Unknown/None",""
"root","src/ines.cpp","OK","","Unknown/None",""
"root","src/ines.h","OK","* Copyright (C) 1998 Bero; * Copyright (C) 2002 Xodnizel","GPLv2+",""
"root","src/ines-bad.h","OK","","Unknown/None",""
"root","src/ines-correct.h","OK","","Unknown/None",""
"root","src/input.cpp","OK","* Copyright (C) 1998 BERO; * Copyright (C) 2002 Xodnizel","GPLv2+",""
"root","src/input.h","OK","","Unknown/None",""
"root","src/lua-engine.cpp","OK","","GPLv2+",""
"root","src/movie.cpp","OK","","GPLv2+",""
"root","src/movie.h","OK","","GPLv2+",""
"root","src/netplay.cpp","OK","* Copyright (C) 2002 Xodnizel","GPLv2+",""
"root","src/netplay.h","OK","","Unknown/None",""
"root","src/nsf.cpp","OK","* Copyright (C) 2002 Xodnizel","GPLv2+",""
"root","src/nsf.h","OK","* Copyright (C) 2002 Xodnizel","GPLv2+",""
"root","src/oldmovie.cpp","OK","","Unknown/None",""
"root","src/oldmovie.h","OK","","Unknown/None",""
"root","src/palette.cpp","OK","* Copyright (C) 2002,2003 Xodnizel","GPLv2+",""
"root","src/palette.h","OK","","Unknown/None",""
"root","src/ppu.cpp","OK","* Copyright (C) 1998 BERO; * Copyright (C) 2003 Xodnizel","GPLv2+",""
"root","src/ppu.h","OK","","GPLv2+",""
"root","src/profiler.cpp","OK","* Copyright (C) 2002 Xodnizel","GPLv2+",""
"root","src/profiler.h","OK","* Copyright (C) 2002 Xodnizel","GPLv2+",""
"root","src/sound.cpp","OK","* Copyright (C) 2002 Xodnizel","GPLv2+",""
"root","src/sound.h","OK","* Copyright (C) 2002 Xodnizel","GPLv2+",""
"root","src/state.cpp","OK","* Copyright (C) 2002 Xodnizel","GPLv2+",""
"root","src/state.h","OK","* Copyright (C) 2002 Xodnizel","GPLv2+",""
"root","src/types.h","OK","* Copyright (C) 2001 Aaron Oneal; * Copyright (C) 2002 Xodnizel","GPLv2+",""
"root","src/unif.cpp","OK","","Unknown/None",""
"root","src/unif.h","OK","* Copyright (C) 2002 Xodnizel","GPLv2+",""
"root","src/version.h","OK","* Copyright (C) 2001 Aaron Oneal; * Copyright (C) 2002 Xodnizel; Copyright (C) 2026 FCEUX11 Contributors","GPLv2+",""
"root","src/video.cpp","OK","* Copyright (C) 2002 Xodnizel","GPLv2+",""
"root","src/video.h","OK","","Unknown/None",""
"root","src/vsuni.cpp","OK","","GPLv2+",""
"root","src/vsuni.h","OK","","Unknown/None",""
"root","src/wave.cpp","OK","","GPLv2+",""
"root","src/wave.h","OK","","Unknown/None",""
"utils","src/utils/backward.cpp","OK","","Unknown/None",""
"utils","src/utils/ConvertUTF.c","OK","","GPLv2+",""
"utils","src/utils/ConvertUTF.h","OK","* Copyright 2001-2004 Unicode, Inc.","Unknown/None",""
"utils","src/utils/crc32.cpp","OK","* Copyright (C) 2002 Xodnizel","GPLv2+",""
"utils","src/utils/crc32.h","OK","","Unknown/None",""
"utils","src/utils/endian.cpp","OK","* Copyright (C) 2002 Xodnizel","GPLv2+",""
"utils","src/utils/endian.h","OK","","Unknown/None",""
"utils","src/utils/general.cpp","OK","* Copyright (C) 2002 Xodnizel","GPLv2+",""
"utils","src/utils/general.h","OK","","Unknown/None",""
"utils","src/utils/guid.cpp","OK","","GPLv2+",""
"utils","src/utils/guid.h","OK","","Unknown/None",""
"utils","src/utils/ioapi.cpp","OK","Copyright (C) 1998-2010 Gilles Vollant (minizip) ( http:; Copyright (C) 2009-2010 Mathias Svensson ( http:","Unknown/None",""
"utils","src/utils/ioapi.h","OK","Copyright (C) 1998-2010 Gilles Vollant (minizip) ( http:; Copyright (C) 2009-2010 Mathias Svensson ( http:","Unknown/None",""
"utils","src/utils/md5.cpp","OK","","GPLv2+",""
"utils","src/utils/md5.h","OK","","GPLv2+",""
"utils","src/utils/memory.cpp","OK","* Copyright (C) 2002 Xodnizel","GPLv2+",""
"utils","src/utils/memory.h","OK","* Copyright (C) 2002 Xodnizel","GPLv2+",""
"utils","src/utils/mutex.cpp","OK","","Unknown/None",""
"utils","src/utils/mutex.h","OK","","Unknown/None",""
"utils","src/utils/timeStamp.cpp","OK","","GPLv2+",""
"utils","src/utils/timeStamp.h","OK","","Unknown/None",""
"utils","src/utils/unzip.cpp","OK","Copyright (C) 1998-2010 Gilles Vollant (minizip) ( http:; Copyright (C) 2007-2008 Even Rouault; Copyright (C) 2009-2010 Mathias Svensson ( http:; Copyright (c) 1990-2000 Info-ZIP. All rights reserved.; Copyright (C) 1998 - 2010 Gilles Vollant, Even Rouault, Mathias Svensson","Unknown/None",""
"utils","src/utils/unzip.h","OK","Copyright (C) 1998-2010 Gilles Vollant (minizip) ( http:; Copyright (C) 2007-2008 Even Rouault; Copyright (C) 2009-2010 Mathias Svensson ( http:","Unknown/None",""
"utils","src/utils/valuearray.h","OK","","Unknown/None",""
"utils","src/utils/xstring.cpp","OK","* Copyright (C) 2004 Jason Oster (Parasyte)","GPLv2+",""
"utils","src/utils/xstring.h","OK","* Copyright (C) 2004 Jason Oster (Parasyte)","GPLv2+",""
"boards","src/boards/mapinc.h","Stale","","Unknown/None",""
"drivers","src/drivers/Qt/nes_shm.cpp","Stale","Copyright (C) 2020 mjbudd77","GPLv2+",""
"drivers","src/drivers/Qt/nes_shm.h","Stale","","Unknown/None",""
"drivers","src/drivers/Qt/unix-netplay.cpp","Stale","Copyright (C) 2002 Xodnizel","GPLv2+",""
"drivers","src/drivers/Qt/unix-netplay.h","Stale","","Unknown/None",""
"root","src/fcoeffs.h","Stale","","Unknown/None",""
"root","src/ld65dbg.cpp","Stale","","Unknown/None",""
"root","src/ld65dbg.h","Stale","","Unknown/None",""
"root","src/types-des.h","Stale","Copyright (C) 2005 Guillaume Duhamel; Copyright (C) 2008-2009 DeSmuME team","GPLv2+",""
"drivers","src/drivers/sdl/cheat.cpp","Stale (Driver removed)","","Unknown/None",""
"drivers","src/drivers/sdl/cheat.h","Stale (Driver removed)","","Unknown/None",""
"drivers","src/drivers/sdl/config.cpp","Stale (Driver removed)","","Unknown/None",""
"drivers","src/drivers/sdl/config.h","Stale (Driver removed)","","Unknown/None",""
"drivers","src/drivers/sdl/debugger.cpp","Stale (Driver removed)","","Unknown/None",""
"drivers","src/drivers/sdl/debugger.h","Stale (Driver removed)","","Unknown/None",""
"drivers","src/drivers/sdl/dface.h","Stale (Driver removed)","","Unknown/None",""
"drivers","src/drivers/sdl/fceux_git_info.h","Stale (Driver removed)","","Unknown/None",""
"drivers","src/drivers/sdl/GamePadConf.cpp","Stale (Driver removed)","","Unknown/None",""
"drivers","src/drivers/sdl/GamePadConf.h","Stale (Driver removed)","","Unknown/None",""
"drivers","src/drivers/sdl/glxwin.cpp","Stale (Driver removed)","","Unknown/None",""
"drivers","src/drivers/sdl/glxwin.h","Stale (Driver removed)","","Unknown/None",""
"drivers","src/drivers/sdl/gui.cpp","Stale (Driver removed)","","GPL",""
"drivers","src/drivers/sdl/gui.h","Stale (Driver removed)","","GPLv2+",""
"drivers","src/drivers/sdl/input.cpp","Stale (Driver removed)","Copyright (C) 2002 Xodnizel","GPLv2+",""
"drivers","src/drivers/sdl/input.h","Stale (Driver removed)","","Unknown/None",""
"drivers","src/drivers/sdl/keyscan.h","Stale (Driver removed)","","Unknown/None",""
"drivers","src/drivers/sdl/main.h","Stale (Driver removed)","Copyright (C) 2002 Xodnizel","GPLv2+",""
"drivers","src/drivers/sdl/memview.cpp","Stale (Driver removed)","","Unknown/None",""
"drivers","src/drivers/sdl/memview.h","Stale (Driver removed)","","Unknown/None",""
"drivers","src/drivers/sdl/ramwatch.cpp","Stale (Driver removed)","","Unknown/None",""
"drivers","src/drivers/sdl/ramwatch.h","Stale (Driver removed)","","Unknown/None",""
"drivers","src/drivers/sdl/sdl.cpp","Stale (Driver removed)","","Unknown/None",""
"drivers","src/drivers/sdl/sdl.h","Stale (Driver removed)","","Unknown/None",""
"drivers","src/drivers/sdl/sdl-icon.h","Stale (Driver removed)","","Unknown/None",""
"drivers","src/drivers/sdl/sdl-joystick.cpp","Stale (Driver removed)","Copyright (C) 2002 Xodnizel; Copyright (C) 2002 Paul Kuliniewicz","GPLv2+",""
"drivers","src/drivers/sdl/sdl-joystick.h","Stale (Driver removed)","","Unknown/None",""
"drivers","src/drivers/sdl/sdl-netplay.cpp","Stale (Driver removed)","","Unknown/None",""
"drivers","src/drivers/sdl/sdl-sound.cpp","Stale (Driver removed)","Copyright (C) 2002 Xodnizel","GPLv2+",""
"drivers","src/drivers/sdl/sdl-throttle.cpp","Stale (Driver removed)","","Unknown/None",""
"drivers","src/drivers/sdl/sdl-video.cpp","Stale (Driver removed)","Copyright (C) 2002 Xodnizel","GPLv2+",""
"drivers","src/drivers/sdl/sdl-video.h","Stale (Driver removed)","","Unknown/None",""
"drivers","src/drivers/sdl/throttle.h","Stale (Driver removed)","","Unknown/None",""
"drivers","src/drivers/sdl/unix-netplay.cpp","Stale (Driver removed)","Copyright (C) 2002 Xodnizel","GPLv2+",""
"drivers","src/drivers/sdl/unix-netplay.h","Stale (Driver removed)","","Unknown/None",""
"drivers","src/drivers/videolog/nesvideos-piece.cpp","Stale (Driver removed)","","Unknown/None",""
"drivers","src/drivers/videolog/nesvideos-piece.h","Stale (Driver removed)","","Unknown/None",""
"drivers","src/drivers/videolog/quantize.h","Stale (Driver removed)","Copyright (C) 1992,2008 Joel Yliluoma (http://iki.fi/bisqwit/)","Unknown/None",""
"drivers","src/drivers/videolog/rgbtorgb.cpp","Stale (Driver removed)","Copyright (C) 1992,2008 Joel Yliluoma (http://iki.fi/bisqwit/)","Unknown/None",""
"drivers","src/drivers/videolog/rgbtorgb.h","Stale (Driver removed)","Copyright (C) 1992,2008 Joel Yliluoma (http://iki.fi/bisqwit/)","Unknown/None",""
"drivers","src/drivers/videolog/simd.h","Stale (Driver removed)","Copyright (C) 1992,2008 Joel Yliluoma (http://iki.fi/bisqwit/)","Unknown/None",""
"drivers","src/drivers/win/7zip/IArchive.h","Stale (Driver removed)","","Unknown/None",""
"drivers","src/drivers/win/7zip/IProgress.h","Stale (Driver removed)","","Unknown/None",""
"drivers","src/drivers/win/7zip/IStream.h","Stale (Driver removed)","","Unknown/None",""
"drivers","src/drivers/win/7zip/MyUnknown.h","Stale (Driver removed)","","Unknown/None",""
"drivers","src/drivers/win/7zip/PropID.h","Stale (Driver removed)","","Unknown/None",""
"drivers","src/drivers/win/7zip/Types.h","Stale (Driver removed)","","Unknown/None",""
"drivers","src/drivers/win/afxres.h","Stale (Driver removed)","","Unknown/None",""
"drivers","src/drivers/win/archive.cpp","Stale (Driver removed)","","Unknown/None",""
"drivers","src/drivers/win/archive.h","Stale (Driver removed)","","Unknown/None",""
"drivers","src/drivers/win/args.cpp","Stale (Driver removed)","Copyright (C) 2003 Xodnizel","GPLv2+",""
"drivers","src/drivers/win/args.h","Stale (Driver removed)","","Unknown/None",""
"drivers","src/drivers/win/aviout.cpp","Stale (Driver removed)","","Unknown/None",""
"drivers","src/drivers/win/cdlogger.cpp","Stale (Driver removed)","Copyright (C) 2002 Ben Parnell","GPLv2+",""
"drivers","src/drivers/win/cdlogger.h","Stale (Driver removed)","","Unknown/None",""
"drivers","src/drivers/win/cheat.cpp","Stale (Driver removed)","Copyright (C) 2002 Ben Parnell","GPLv2+",""
"drivers","src/drivers/win/cheat.h","Stale (Driver removed)","","Unknown/None",""
"drivers","src/drivers/win/common.cpp","Stale (Driver removed)","","Unknown/None",""
"drivers","src/drivers/win/common.h","Stale (Driver removed)","","Unknown/None",""
"drivers","src/drivers/win/config.cpp","Stale (Driver removed)","Copyright (C) 2002 Xodnizel","GPLv2+",""
"drivers","src/drivers/win/config.h","Stale (Driver removed)","","Unknown/None",""
"drivers","src/drivers/win/debug.h","Stale (Driver removed)","","Unknown/None",""
"drivers","src/drivers/win/debugger.cpp","Stale (Driver removed)","Copyright (C) 2002 Ben Parnell","GPLv2+",""
"drivers","src/drivers/win/debugger.h","Stale (Driver removed)","","Unknown/None",""
"drivers","src/drivers/win/debuggersp.cpp","Stale (Driver removed)","Copyright (C) 2005 Sebastian Porst","GPLv2+",""
"drivers","src/drivers/win/debuggersp.h","Stale (Driver removed)","Copyright (C) 2005 Sebastian Porst","GPLv2+",""
"drivers","src/drivers/win/directories.cpp","Stale (Driver removed)","","Unknown/None",""
"drivers","src/drivers/win/directories.h","Stale (Driver removed)","","Unknown/None",""
"drivers","src/drivers/win/directx/ddraw.h","Stale (Driver removed)","","Unknown/None",""
"drivers","src/drivers/win/directx/dinput.h","Stale (Driver removed)","Copyright (C) 1996-2000 Microsoft Corporation.  All Rights Reserved.","Unknown/None",""
"drivers","src/drivers/win/directx/dsound.h","Stale (Driver removed)","","Unknown/None",""
"drivers","src/drivers/win/directx/x64/ddraw.h","Stale (Driver removed)","","Unknown/None",""
"drivers","src/drivers/win/directx/x64/dinput.h","Stale (Driver removed)","Copyright (C) 1996-2000 Microsoft Corporation.  All Rights Reserved.","Unknown/None",""
"drivers","src/drivers/win/directx/x64/dsound.h","Stale (Driver removed)","","Unknown/None",""
"drivers","src/drivers/win/gui.cpp","Stale (Driver removed)","","Unknown/None",""
"drivers","src/drivers/win/gui.h","Stale (Driver removed)","","Unknown/None",""
"drivers","src/drivers/win/guiconfig.cpp","Stale (Driver removed)","","Unknown/None",""
"drivers","src/drivers/win/guiconfig.h","Stale (Driver removed)","","Unknown/None",""
"drivers","src/drivers/win/header_editor.cpp","Stale (Driver removed)","","Unknown/None",""
"drivers","src/drivers/win/header_editor.h","Stale (Driver removed)","","Unknown/None",""
"drivers","src/drivers/win/help.cpp","Stale (Driver removed)","","Unknown/None",""
"drivers","src/drivers/win/help.h","Stale (Driver removed)","","Unknown/None",""
"drivers","src/drivers/win/input.cpp","Stale (Driver removed)","Copyright (C) 2002 Xodnizel","GPLv2+",""
"drivers","src/drivers/win/input.h","Stale (Driver removed)","","Unknown/None",""
"drivers","src/drivers/win/joystick.cpp","Stale (Driver removed)","Copyright (C) 2002 Xodnizel","GPLv2+",""
"drivers","src/drivers/win/joystick.h","Stale (Driver removed)","","Unknown/None",""
"drivers","src/drivers/win/keyboard.cpp","Stale (Driver removed)","Copyright (C) 2002 Xodnizel","GPLv2+",""
"drivers","src/drivers/win/keyboard.h","Stale (Driver removed)","","Unknown/None",""
"drivers","src/drivers/win/keyscan.h","Stale (Driver removed)","Copyright (C) 2002 Xodnizel","GPLv2+",""
"drivers","src/drivers/win/log.cpp","Stale (Driver removed)","","Unknown/None",""
"drivers","src/drivers/win/log.h","Stale (Driver removed)","","Unknown/None",""
"drivers","src/drivers/win/lua/include/lauxlib.h","Stale (Driver removed)","","Unknown/None",""
"drivers","src/drivers/win/lua/include/llimits.h","Stale (Driver removed)","","Unknown/None",""
"drivers","src/drivers/win/lua/include/lmem.h","Stale (Driver removed)","","Unknown/None",""
"drivers","src/drivers/win/lua/include/lobject.h","Stale (Driver removed)","","Unknown/None",""
"drivers","src/drivers/win/lua/include/lstate.h","Stale (Driver removed)","","Unknown/None",""
"drivers","src/drivers/win/lua/include/ltm.h","Stale (Driver removed)","","Unknown/None",""
"drivers","src/drivers/win/lua/include/lua.h","Stale (Driver removed)","Copyright (C) 1994-2008 Lua.org, PUC-Rio""; Copyright (C) 1994-2008 Lua.org, PUC-Rio.  All rights reserved.","Unknown/None",""
"drivers","src/drivers/win/lua/include/luaconf.h","Stale (Driver removed)","","Unknown/None",""
"drivers","src/drivers/win/lua/include/lualib.h","Stale (Driver removed)","","Unknown/None",""
"drivers","src/drivers/win/lua/include/lzio.h","Stale (Driver removed)","","Unknown/None",""
"drivers","src/drivers/win/luaconsole.cpp","Stale (Driver removed)","","Unknown/None",""
"drivers","src/drivers/win/main.cpp","Stale (Driver removed)","Copyright (C) 2002 Xodnizel","GPLv2+",""
"drivers","src/drivers/win/main.h","Stale (Driver removed)","","Unknown/None",""
"drivers","src/drivers/win/mapinput.cpp","Stale (Driver removed)","","Unknown/None",""
"drivers","src/drivers/win/mapinput.h","Stale (Driver removed)","","Unknown/None",""
"drivers","src/drivers/win/memview.cpp","Stale (Driver removed)","Copyright (C) 2002 Ben Parnell","GPLv2+",""
"drivers","src/drivers/win/memview.h","Stale (Driver removed)","","Unknown/None",""
"drivers","src/drivers/win/memviewsp.cpp","Stale (Driver removed)","Copyright (C) 2005 Sebastian Porst","GPLv2+",""
"drivers","src/drivers/win/memviewsp.h","Stale (Driver removed)","Copyright (C) 2005 Sebastian Porst","GPLv2+",""
"drivers","src/drivers/win/memwatch.cpp","Stale (Driver removed)","Copyright (C) 2006 Luke Gustafson","GPLv2+",""
"drivers","src/drivers/win/memwatch.h","Stale (Driver removed)","","Unknown/None",""
"drivers","src/drivers/win/monitor.cpp","Stale (Driver removed)","","Unknown/None",""
"drivers","src/drivers/win/monitor.h","Stale (Driver removed)","","Unknown/None",""
"drivers","src/drivers/win/movieoptions.cpp","Stale (Driver removed)","Copyright (C) 2002 Xodnizel","GPLv2+",""
"drivers","src/drivers/win/movieoptions.h","Stale (Driver removed)","","Unknown/None",""
"drivers","src/drivers/win/netplay.cpp","Stale (Driver removed)","Copyright (C) 2002 Xodnizel","GPLv2+",""
"drivers","src/drivers/win/netplay.h","Stale (Driver removed)","","Unknown/None",""
"drivers","src/drivers/win/ntview.cpp","Stale (Driver removed)","Copyright (C) 2002 Ben Parnell","GPLv2+",""
"drivers","src/drivers/win/ntview.h","Stale (Driver removed)","","Unknown/None",""
"drivers","src/drivers/win/oakra.h","Stale (Driver removed)","","Unknown/None",""
"drivers","src/drivers/win/OutputDS.cpp","Stale (Driver removed)","","Unknown/None",""
"drivers","src/drivers/win/palette.cpp","Stale (Driver removed)","","Unknown/None",""
"drivers","src/drivers/win/palette.h","Stale (Driver removed)","","Unknown/None",""
"drivers","src/drivers/win/ppuview.cpp","Stale (Driver removed)","Copyright (C) 2002 Ben Parnell","GPLv2+",""
"drivers","src/drivers/win/ppuview.h","Stale (Driver removed)","","Unknown/None",""
"drivers","src/drivers/win/pref.cpp","Stale (Driver removed)","Copyright (C) 2005 Sebastian Porst","GPLv2+",""
"drivers","src/drivers/win/pref.h","Stale (Driver removed)","Copyright (C) 2005 Sebastian Porst","GPLv2+",""
"drivers","src/drivers/win/ram_search.cpp","Stale (Driver removed)","","Unknown/None",""
"drivers","src/drivers/win/ram_search.h","Stale (Driver removed)","","Unknown/None",""
"drivers","src/drivers/win/ramwatch.cpp","Stale (Driver removed)","","Unknown/None",""
"drivers","src/drivers/win/ramwatch.h","Stale (Driver removed)","","Unknown/None",""
"drivers","src/drivers/win/replay.cpp","Stale (Driver removed)","","Unknown/None",""
"drivers","src/drivers/win/replay.h","Stale (Driver removed)","","Unknown/None",""
"drivers","src/drivers/win/resource.h","Stale (Driver removed)","","Unknown/None",""
"drivers","src/drivers/win/sound.cpp","Stale (Driver removed)","Copyright (C) 2002 Xodnizel and zeromus","GPLv2+",""
"drivers","src/drivers/win/sound.h","Stale (Driver removed)","","Unknown/None",""
"drivers","src/drivers/win/state.cpp","Stale (Driver removed)","","Unknown/None",""
"drivers","src/drivers/win/state.h","Stale (Driver removed)","","Unknown/None",""
"drivers","src/drivers/win/taseditor.cpp","Stale (Driver removed)","","Unknown/None",""
"drivers","src/drivers/win/taseditor.h","Stale (Driver removed)","","Unknown/None",""
"drivers","src/drivers/win/taseditor/bookmark.cpp","Stale (Driver removed)","","Unknown/None",""
"drivers","src/drivers/win/taseditor/bookmark.h","Stale (Driver removed)","","Unknown/None",""
"drivers","src/drivers/win/taseditor/bookmarks.cpp","Stale (Driver removed)","","Unknown/None",""
"drivers","src/drivers/win/taseditor/bookmarks.h","Stale (Driver removed)","","Unknown/None",""
"drivers","src/drivers/win/taseditor/branches.cpp","Stale (Driver removed)","","Unknown/None",""
"drivers","src/drivers/win/taseditor/branches.h","Stale (Driver removed)","","Unknown/None",""
"drivers","src/drivers/win/taseditor/editor.cpp","Stale (Driver removed)","","Unknown/None",""
"drivers","src/drivers/win/taseditor/editor.h","Stale (Driver removed)","","Unknown/None",""
"drivers","src/drivers/win/taseditor/greenzone.cpp","Stale (Driver removed)","","Unknown/None",""
"drivers","src/drivers/win/taseditor/greenzone.h","Stale (Driver removed)","","Unknown/None",""
"drivers","src/drivers/win/taseditor/history.cpp","Stale (Driver removed)","","Unknown/None",""
"drivers","src/drivers/win/taseditor/history.h","Stale (Driver removed)","","Unknown/None",""
"drivers","src/drivers/win/taseditor/inputlog.cpp","Stale (Driver removed)","","Unknown/None",""
"drivers","src/drivers/win/taseditor/inputlog.h","Stale (Driver removed)","","Unknown/None",""
"drivers","src/drivers/win/taseditor/laglog.cpp","Stale (Driver removed)","","Unknown/None",""
"drivers","src/drivers/win/taseditor/laglog.h","Stale (Driver removed)","","Unknown/None",""
"drivers","src/drivers/win/taseditor/markers.cpp","Stale (Driver removed)","","Unknown/None",""
"drivers","src/drivers/win/taseditor/markers.h","Stale (Driver removed)","","Unknown/None",""
"drivers","src/drivers/win/taseditor/markers_manager.cpp","Stale (Driver removed)","","Unknown/None",""
"drivers","src/drivers/win/taseditor/markers_manager.h","Stale (Driver removed)","","Unknown/None",""
"drivers","src/drivers/win/taseditor/piano_roll.cpp","Stale (Driver removed)","","GPL",""
"drivers","src/drivers/win/taseditor/piano_roll.h","Stale (Driver removed)","","GPL",""
"drivers","src/drivers/win/taseditor/playback.cpp","Stale (Driver removed)","","Unknown/None",""
"drivers","src/drivers/win/taseditor/playback.h","Stale (Driver removed)","","Unknown/None",""
"drivers","src/drivers/win/taseditor/popup_display.cpp","Stale (Driver removed)","","Unknown/None",""
"drivers","src/drivers/win/taseditor/popup_display.h","Stale (Driver removed)","","Unknown/None",""
"drivers","src/drivers/win/taseditor/recorder.cpp","Stale (Driver removed)","","Unknown/None",""
"drivers","src/drivers/win/taseditor/recorder.h","Stale (Driver removed)","","Unknown/None",""
"drivers","src/drivers/win/taseditor/selection.cpp","Stale (Driver removed)","","Unknown/None",""
"drivers","src/drivers/win/taseditor/selection.h","Stale (Driver removed)","","Unknown/None",""
"drivers","src/drivers/win/taseditor/snapshot.cpp","Stale (Driver removed)","","Unknown/None",""
"drivers","src/drivers/win/taseditor/snapshot.h","Stale (Driver removed)","","Unknown/None",""
"drivers","src/drivers/win/taseditor/splicer.cpp","Stale (Driver removed)","","Unknown/None",""
"drivers","src/drivers/win/taseditor/splicer.h","Stale (Driver removed)","","Unknown/None",""
"drivers","src/drivers/win/taseditor/taseditor_config.cpp","Stale (Driver removed)","","Unknown/None",""
"drivers","src/drivers/win/taseditor/taseditor_config.h","Stale (Driver removed)","","Unknown/None",""
"drivers","src/drivers/win/taseditor/taseditor_lua.cpp","Stale (Driver removed)","","Unknown/None",""
"drivers","src/drivers/win/taseditor/taseditor_lua.h","Stale (Driver removed)","","Unknown/None",""
"drivers","src/drivers/win/taseditor/taseditor_project.cpp","Stale (Driver removed)","","Unknown/None",""
"drivers","src/drivers/win/taseditor/taseditor_project.h","Stale (Driver removed)","","Unknown/None",""
"drivers","src/drivers/win/taseditor/taseditor_window.cpp","Stale (Driver removed)","","GPL",""
"drivers","src/drivers/win/taseditor/taseditor_window.h","Stale (Driver removed)","","Unknown/None",""
"drivers","src/drivers/win/texthook.cpp","Stale (Driver removed)","Copyright (C) 2002 Ben Parnell","GPLv2+",""
"drivers","src/drivers/win/texthook.h","Stale (Driver removed)","","Unknown/None",""
"drivers","src/drivers/win/throttle.cpp","Stale (Driver removed)","Copyright (C) 2002 Xodnizel","GPLv2+",""
"drivers","src/drivers/win/throttle.h","Stale (Driver removed)","","Unknown/None",""
"drivers","src/drivers/win/timing.cpp","Stale (Driver removed)","","Unknown/None",""
